"waterbody","date","year","town","latitude","longitude","state","data_source","mult_survey","surfacearea_ha","shoreline_development","depth_max_m","FP_presence","FPcover_avg","FPcover_low_est","FPcover_max","FPcover_min","azolla","eichhornia_crassipes","lemna_minor","lemna_trisulca","lemna_valdiviana","riccia","spirodela_polyrhiza","wolffia","wolffia_borealis","wolffia_brasiliensis","allplant_species_richness","FP_species_richness","nonFP_species_richness","TOTP_n","TOTP_avg","TOTP_SE","PH_n","PH_avg","PH_SE","COND_n","COND_avg","COND_SE","DO_n","DO_avg","DO_SE","TEMP_n","TEMP_avg","TEMP_SE","ALK_n","ALK_avg","ALK_SE","secchi_n","secchi_avg","secchi_SE","alisma","alisma_subcordatum","brasenia","cabomba","callitriche","callitriche_verna","callitriche_hetero","callitriche_stag","cardamine","ceratophyllum_dem","ceratophyllum_echin","charphyte","decodon","egeria","elatine","elatine_ameri","elatine_minima","elatine_triandra","eleocharis","eleocharis_acic","eleocharis_ellip","ellocharis_parv","elodea_canad","elodea_nutt","eriocaulon_aqua","fil_algae","glossostigma","gratiola","hydrilla","isoetes","isoetes_acad","isoetes_eaton","isoetes_echino","isoetes_engel","isoetes_lacus","isoetes_tuck","juncus","juncus_pelo","lobelia","ludwigia","ludwigia_dub","ludwigia_lac","ludwigia_pal","marsilea","megalodonta","myosotis","myriophyllum","myriophyllum_alt","myriophyllum_aqua","myriophyllum_hetero","myriophyllum_hetero_lax","myriophyllum_hum","myriophyllum_ten","myriophyllum_sibi","myriophyllum_spic","najas_flex","najas_grac","najas_guad","najas_minor","nasturtium","nelumbo","nuphar","nymphaea_odor","nymphaea_odor_odor","nymphaea_odor_tuber","nymphoides","nymphoides_cordata","nymphoides_pelt","peltandra","phragmites","polygonum","polygonum_amphi","polygonum_hydro","pontederia","potamogeton","potamogeton_ampli","potamogeton_berch","potamogeton_biculp","potamogeton_conferv","potamogeton_crispus","potamogeton_epi","potamogeton_foli","potamogeton_frie","potamogeton_grami","potamogeton_ilino","potamogeton_ilino_hybrid","potamogeton_natans","potamogeton_nodos","potamogeton_oakes","potamogeton_palus","potamogeton_perfo","potamogeton_pulch","potamogeton_pusil","potamogeton_prael","potamogeton_rich","potamogeton_robb","potamogeton_spir","potamogeton_vase","potamogeton_zost","proserpinaca","ranunculus","sagittaria","sagittaria_gram","sagittaria_lati","schoenoplectus","sparganium","sparganium_ameri","stuckenia","trapa","typha","typha_latif","sedge","utricularia","utricularia_gemi","utricularia_gibb","utricularia_inter","utricularia_macro","utricularia_mini","utricularia_mino","utricularia_purp","utricularia_radi","utricularia_subu","utricularia_vulg","vallisneria","zannichellia","zosterella"
"Oakwood Pond","7/14/2006","2006","Guilford",41.3306,72.7318,"CT","CAES","N",0.2,1.592,1.8,"Y",0.008,0.008,0.008,0.008,0,0,1,0,0,0,0,0,0,0,13,1,12,2,0.091,0.007,2,6.6,0.1,2,148.5,3.5,NA,NA,NA,NA,NA,NA,2,22.9,0.4,1,1,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"One Acre Pond","6/16/2011","2011","Madison",41.2948,72.6244,"CT","CAES","N",0.4,1.118,3,"Y",0.6611,0.6611,0.6611,0.6611,0,0,0,0,0,0,0,1,0,0,9,1,8,2,0.0425,0.0155,2,6.75,0.45,2,294,9,1,10.4,NA,1,23.4,NA,2,45.05,2.25,1,1.8,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paderewski Park Pond","8/24/2005","2005","Plainville",41.6827,72.848,"CT","CAES","N",6.39,1.188,2,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,0.043,0.005,2,6.35,0.05,2,144,0,1,9,NA,1,25.3,NA,2,30.75,0.75,1,0.9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pattaganset Lake","combined","comb","East Lyme",41.3741,72.2303,"CT","CAES","Y",51.8,2.396,10.058,"Y",0.009,0,0.018,0,0,0,0,0,0,0,1,0,0,0,38,1,37,2,0.0078,0.0014,2,6.6,0.25,2,69.5,16.5,2,0.05065,0.04915,2,30.35,1.05,2,13.375,2.375,2,2.45,0.15,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0
"Pinewood Lake","8/31/2011","2011","Trumbull",41.2556,73.1758,"CT","CAES","Y",24.36,1.967,4.2,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,2,0.024,0.001,2,6.45,0.05,2,124,9,1,6.5,NA,1,22.3,NA,2,15,0,NA,1.3,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Pistapaug Pond","6/29/2005","2005","Wallingford",41.4324,72.7416,"CT","CAES","N",55.2,1.479,12,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,2,0.0155,0.0015,2,6.75,0.05,2,152.5,1.5,1,8.7,NA,1,25.3,NA,2,46.5,0,1,3.2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pocotopaug Lake","8/16/2006","2006","East Hampton",41.5978,72.4958,"CT","CAES","N",206.79,1.604,7,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0.0615,0.0415,2,6,0.1,2,107.5,11.5,1,7.1,NA,1,25.1,NA,2,13.9,8.6,1,0.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Powers Lake","7/6/2007","2007","East Lyme",41.3926,72.2491,"CT","CAES","N",58.27,1.982,14,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,2,0.016,0.003,2,7,0,2,23.15,0.25,1,7.7,NA,1,25.7,NA,2,2.3,0,1,3,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"Private Pond (1)","6/29/2011","2011","Pawcatuck",41.3805,71.8605,"CT","CAES","N",1.01,1.234,3,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,2,0.009,0.005,2,6.65,0.25,2,79.6,8.1,1,8.1,NA,1,28.6,NA,2,30.4,6.4,1,3,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (2)","6/29/2011","2011","Pawcatuck",41.3793,71.861,"CT","CAES","N",0.2,1.066,3,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,0.0295,0.0015,2,6.5,0.2,2,113.9,18.1,1,6,NA,1,24.2,NA,2,21.4,7.9,1,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (3)","8/31/2012","2012","Westport",41.17,73.3564,"CT","CAES","N",0.4,1.064,2.1,"Y",0.8302,1,1,0.6605,1,0,1,0,0,0,1,1,0,0,5,4,1,1,0.1186,NA,1,6.3,NA,1,174,NA,1,0.2,NA,1,21,NA,1,30.75,NA,1,2.1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (4)","6/25/2012","2012","Lyme",41.4219,72.333,"CT","CAES","N",0.01,1.047,0.8,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0102,NA,1,5.9,NA,1,29,NA,1,8.8,NA,1,19.2,NA,1,5.3,NA,1,0.8,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (5) Lower/West","9/4/2012","2012","Suffield",42.0026,72.6469,"CT","CAES","N",0.28,1.285,0.5,"Y",1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,1.4246,NA,1,6.6,NA,1,336,NA,1,0.2,NA,1,20.1,NA,1,122.25,NA,1,0.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (5) Upper/East","9/4/2012","2012","Suffield",42.0027,72.6465,"CT","CAES","N",0.12,1.058,0.5,"Y",1,1,1,1,1,0,0,0,0,0,0,1,0,0,4,2,2,1,0.2035,NA,1,6.4,NA,1,184,NA,1,0.2,NA,1,20.4,NA,1,37.5,NA,1,0.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Private Pond (6)","8/13/2013","2013","Clinton",41.3354,72.5237,"CT","CAES","N",0.12,1.285,0.5,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,2,0.0934,0.0425,2,5.7,0.1,2,35,3,1,2.8,NA,1,25.4,NA,2,7.875,0.375,1,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Putnam Park Pond","9/27/2011","2011","Easton",41.3388,73.3776,"CT","CAES","N",5.67,2.103,2.5,"Y",0.0011,0.0011,0.0011,0.0011,0,0,0,1,0,0,0,0,0,0,17,1,16,2,0.02,0,2,6.2,0,2,106.5,17.5,1,6.2,NA,1,21.7,NA,2,26.3,4.5,1,1.5,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Quaddick Reservoir","9/6/2007","2007","Thompson",41.9597,71.8163,"CT","CAES","N",165.11,2.553,6.096,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,2,0.0065,0.0035,2,6,0,2,52.05,6.25,1,4.2,NA,1,23.3,NA,2,3.75,0.75,1,2.8,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"Quassapaug Lake","7/26/2011","2011","Middlebury",41.5318,73.1533,"CT","CAES","N",119.79,2.489,10,"Y",0.0021,0.0021,0.0021,0.0021,0,0,0,0,0,0,1,1,0,0,25,2,23,NA,NA,NA,2,6.1,0.1,2,67.7,0.1,1,6.7,NA,1,26.5,NA,1,10.5,NA,1,4,NA,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"Quonnipaug Lake","7/8/2010","2010","Guilford",41.3925,72.6974,"CT","CAES","Y",39.94,2.353,14,"Y",0.0034,0.0034,0.0034,0.0034,0,0,1,1,0,0,1,0,0,0,21,3,18,2,0.0026,0,3,7.25,0.85,3,138.5,0.5,1,7.8,NA,1,28.9,NA,2,28.9,0.4,NA,3,NA,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Redwing Pond","7/13/2009","2009","Ansonia",41.3444,73.0525,"CT","CAES","N",0.49,1.152,1,"Y",0.0173,0.0173,0.0173,0.0173,0,0,1,0,0,0,1,0,0,0,10,2,8,2,0.018,0,2,5.95,0.05,2,57.95,2.85,1,12.1,NA,1,19.9,NA,2,22.15,1.85,1,1.1,NA,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rogers Lake","7/13/2006","2006","Lyme, Old Lyme",41.3642,72.301,"CT","CAES","N",105.22,2.319,19.202,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,2,0.0065,5e-04,2,7,0.2,2,47,2,1,7.9,NA,1,28.7,NA,2,6.75,0.75,1,2.3,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"Rolling Ridge Pond","combined","comb","Norwalk ",41.1346,73.4223,"CT","CAES","Y",0.4,1.507,2,"Y",0.0144,0.0288,0.0288,0,0,0,1,0,0,0,1,0,0,0,3,2,1,2,0.1688,0.0593,2,6.75,0,2,206,69.5,2,0.05065,0.04915,2,22.4,3.2,2,26.85,8.05,2,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseland Lake","6/19/2012","2012","Woodstock",41.9509,71.9509,"CT","CAES","N",38.85,1.479,5,"Y",2e-04,2e-04,2e-04,2e-04,0,0,0,0,0,0,1,0,0,0,12,1,11,2,0.2085,0.1264,2,7.25,0.75,2,95,1,1,9.6,NA,1,21.5,NA,2,28.5,6,1,1.5,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Route 7 Pond","8/19/2013","2013","Wilton",41.1789,73.42,"CT","CAES","N",3.56,1.587,5,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0.0123,0.0017,2,6.85,0.25,2,291,10,1,9.3,NA,1,23.2,NA,2,42,0,1,2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salmon Brook","8/4/2005","2005","Glastonbury",41.718,72.6096,"CT","CAES","N",0.45,1.367,2,"Y",0.0316,0.0316,0.0316,0.0316,0,0,1,0,0,0,0,0,0,0,4,1,3,2,0.0995,0.0175,2,7.7,0.8,2,116,6,1,12.5,NA,1,29.7,NA,2,22.13,1.125,1,0.7,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Schreeder Pond","7/28/2005","2005","Killingworth",41.3684,72.5891,"CT","CAES","N",1.58,1.86,3,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,0.043,0.006,2,5.95,0.15,2,66.35,10.35,1,6.5,NA,1,26.3,NA,2,12.75,3.75,1,1.7,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Scribner Pond","7/27/2011","2011","Norwalk",41.1091,73.4434,"CT","CAES","N",0.97,1.919,2,"Y",0.6039,0.7105,0.7105,0.4973,0,0,1,0,0,0,0,0,0,0,3,1,2,2,0.5045,0.1995,2,6.15,0.25,2,117.5,10.5,1,8.1,NA,1,27.1,NA,2,34.15,4.15,1,1.5,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shelton Reservoir #2","7/15/2005","2005","Shelton",41.3193,73.1107,"CT","CAES","N",2.95,1.536,3,"Y",1e-04,1e-04,1e-04,1e-04,0,0,1,0,0,0,0,0,0,0,12,1,11,2,0.0415,0.0175,2,6.4,0.1,2,153,1,1,8.3,NA,1,25.7,NA,2,18,1.5,1,2.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"Shelton Reservoir #3","7/15/2005","2005","Shelton",41.308,73.1197,"CT","CAES","N",4.17,1.733,3.4,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,0.028,0.003,2,6.2,0.2,2,102,2,1,6.7,NA,1,27.3,NA,2,7.13,1.125,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Silver Lake","7/8/2008","2008","Berlin, Meriden",41.345,72.4621,"CT","CAES","Y",59.08,1.718,4.877,"Y",0.1086,0.1086,0.1086,0.1086,0,0,0,0,0,0,1,0,0,1,18,2,16,2,0.1205,0.1005,2,8.05,0.15,2,275.5,6.5,1,8,NA,1,26.8,NA,2,75,0,NA,1,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Silvias Pond","9/26/2005","2005","Stonington",41.3604,71.9092,"CT","CAES","N",8.01,1.975,3,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0.0905,0.0265,1,6.95,0.55,1,226,82,1,4.5,NA,1,20.9,NA,NA,86.25,15.75,1,1.1,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slopers Pond","9/7/2010","2010","Southington",41.5911,72.839,"CT","CAES","N",5.99,1.44,3,"Y",0.0042,0.0042,0.0042,0.0042,0,0,1,0,0,0,0,0,0,0,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.5,NA,1,25.4,NA,NA,NA,NA,1,2.1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
