"waterbody","date","year","town","latitude","longitude","state","data_source","mult_survey","surfacearea_ha","shoreline_development","depth_max_m","FP_presence","FPcover_avg","FPcover_low_est","FPcover_max","FPcover_min","azolla","eichhornia_crassipes","lemna_minor","lemna_trisulca","lemna_valdiviana","riccia","spirodela_polyrhiza","wolffia","wolffia_borealis","wolffia_brasiliensis","allplant_species_richness","FP_species_richness","nonFP_species_richness","TOTP_n","TOTP_avg","TOTP_SE","PH_n","PH_avg","PH_SE","COND_n","COND_avg","COND_SE","DO_n","DO_avg","DO_SE","TEMP_n","TEMP_avg","TEMP_SE","ALK_n","ALK_avg","ALK_SE","secchi_n","secchi_avg","secchi_SE","alisma","alisma_subcordatum","brasenia","cabomba","callitriche","callitriche_verna","callitriche_hetero","callitriche_stag","cardamine","ceratophyllum_dem","ceratophyllum_echin","charphyte","decodon","egeria","elatine","elatine_ameri","elatine_minima","elatine_triandra","eleocharis","eleocharis_acic","eleocharis_ellip","ellocharis_parv","elodea_canad","elodea_nutt","eriocaulon_aqua","fil_algae","glossostigma","gratiola","hydrilla","isoetes","isoetes_acad","isoetes_eaton","isoetes_echino","isoetes_engel","isoetes_lacus","isoetes_tuck","juncus","juncus_pelo","lobelia","ludwigia","ludwigia_dub","ludwigia_lac","ludwigia_pal","marsilea","megalodonta","myosotis","myriophyllum","myriophyllum_alt","myriophyllum_aqua","myriophyllum_hetero","myriophyllum_hetero_lax","myriophyllum_hum","myriophyllum_ten","myriophyllum_sibi","myriophyllum_spic","najas_flex","najas_grac","najas_guad","najas_minor","nasturtium","nelumbo","nuphar","nymphaea_odor","nymphaea_odor_odor","nymphaea_odor_tuber","nymphoides","nymphoides_cordata","nymphoides_pelt","peltandra","phragmites","polygonum","polygonum_amphi","polygonum_hydro","pontederia","potamogeton","potamogeton_ampli","potamogeton_berch","potamogeton_biculp","potamogeton_conferv","potamogeton_crispus","potamogeton_epi","potamogeton_foli","potamogeton_frie","potamogeton_grami","potamogeton_ilino","potamogeton_ilino_hybrid","potamogeton_natans","potamogeton_nodos","potamogeton_oakes","potamogeton_palus","potamogeton_perfo","potamogeton_pulch","potamogeton_pusil","potamogeton_prael","potamogeton_rich","potamogeton_robb","potamogeton_spir","potamogeton_vase","potamogeton_zost","proserpinaca","ranunculus","sagittaria","sagittaria_gram","sagittaria_lati","schoenoplectus","sparganium","sparganium_ameri","stuckenia","trapa","typha","typha_latif","sedge","utricularia","utricularia_gemi","utricularia_gibb","utricularia_inter","utricularia_macro","utricularia_mini","utricularia_mino","utricularia_purp","utricularia_radi","utricularia_subu","utricularia_vulg","vallisneria","zannichellia","zosterella"
"Spring Lake (1)","7/26/2005","2005","Avon",41.7785,72.8261,"CT","CAES","N",15.05,1.491,2,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,2,0.049,0.027,2,8.7,0.6,2,177.5,1.5,1,10.3,NA,1,31.2,NA,2,39.38,1.125,1,0.8,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spring Lake (2)","9/24/2009","2009","Southington",41.1347,73.4222,"CT","CAES","N",3.08,1.978,1.3,"Y",0.0535,0.0535,0.0535,0.0535,0,0,1,0,0,0,0,1,0,0,6,2,4,1,0.017,NA,1,9.2,NA,1,263,NA,1,15.2,NA,1,21.3,NA,1,165,NA,1,1.3,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Squantz Pond","7/19/2011","2011","New Fairfield",41.5151,73.4784,"CT","CAES","N",107.65,2.274,12,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,2,0.0065,0.0025,2,6.6,0.4,2,119.5,0.5,1,8.1,NA,1,27.2,NA,2,27.4,1.1,1,3.5,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staffordville Reservoir","combined","comb","Stafford Springs",42.0123,72.2554,"CT","CAES","Y",60.3,2.435,3.5,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,2,0.0227,0.0128,2,6.175,0.175,2,65.75,12.75,2,0.05065,0.04915,2,26.85,1.55,2,10.6875,0.9375,2,2.75,0.45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0
"Sylvan Lake","9/8/2005","2005","Watertown",41.5988,73.0713,"CT","CAES","N",3.68,1.334,2,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,2,0.024,0.008,2,6.25,0.05,2,138,0,1,8,NA,1,24.2,NA,2,13.88,0.375,1,1.4,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Talmadges Ice Pond","7/7/2005","2005","Branford",41.2674,72.789,"CT","CAES","N",0.45,1.273,1,"Y",0.0797,0.0797,0.0797,0.0797,0,0,1,0,0,0,0,0,0,0,4,1,3,2,0.107,0.004,2,7.55,0.45,2,204.5,2.5,1,4.1,NA,1,23.4,NA,2,71.63,4.125,1,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Talmage Pond","7/7/2006","2006","Branford",41.2613,72.8375,"CT","CAES","N",1.21,1.131,1,"Y",0.005,0.005,0.005,0.005,0,0,1,0,0,0,0,0,0,0,7,1,6,2,0.065,0.002,2,5.75,0.05,2,52,0,1,2.5,NA,1,23.4,NA,2,10.15,0.35,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Taunton Lake","combined","comb","Newtown",41.41,73.3318,"CT","CAES","Y",50.18,1.485,10,"Y",0.0031,0.0062,0.0062,0,0,0,0,0,0,0,1,0,0,0,10,1,9,2,0.1485,0.105,2,7.4,0.05,2,147.5,15.5,2,0.05065,0.04915,2,21.75,1.75,2,34.5,2.65,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tilleys Pond","9/1/2005","2005","Darien",41.0781,73.4721,"CT","CAES","Y",0.85,1.348,0.8,"Y",0.86,1,1,0.72,0,0,1,0,0,0,1,0,0,1,4,3,1,1,0.232,NA,1,6.3,NA,1,181,NA,1,0.4,NA,1,24,NA,1,42.75,NA,NA,0.8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Timber Lake","9/7/2006","2006","Sherman",41.5359,73.5119,"CT","CAES","N",4.86,1.331,3,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,2,0.021,0.01,2,6.7,0,2,68.45,0.65,1,7,NA,1,21.8,NA,2,28.85,1.15,1,2.7,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Town Mill Pond","7/30/2009","2009","Guilford",41.2912,72.6899,"CT","CAES","Y",1.17,1.468,2,"Y",0.0472,0.0472,0.0472,0.0472,0,0,1,0,0,0,1,0,0,0,12,2,10,2,0.0425,0.0185,2,6.35,0.15,2,124.5,4.5,1,7,NA,1,23.9,NA,2,45.9,3.1,NA,2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Twin Lake, North","combined","comb","Simsbury",41.82,72.8227,"CT","CAES","Y",5.42,2.316,2,"Y",0.0714,0.1013,0.1013,0.0416,0,0,0,0,0,0,1,0,0,0,16,1,15,2,0.0421,0.0264,2,7.1,0.45,2,250.75,44.25,2,7.9,1.2,2,26.45,0.85,2,46.5,11.625,2,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Twin Lake, South","7/5/2012","2012","Simsbury",41.8176,72.8234,"CT","CAES","N",6.6,1.197,3.5,"Y",0.0401,0.0401,0.0401,0.0401,0,0,0,0,0,0,1,0,0,0,10,1,9,2,0.0218,0.0024,2,7.5,0.5,2,313.5,18.5,1,9.5,NA,1,26.5,NA,2,62.25,3,1,2,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Lake","combined","comb","Goshen",41.8377,73.2614,"CT","CAES","Y",75.68,1.746,7,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,2,0.1033,0.0788,2,6.63,0.23,2,114.58,20.43,2,8.25,0.15,2,22.6,1,2,39.19,4.31,2,2.3,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0
"Ulbrich Reservoir","7/18/2005","2005","Wallingford",41.4467,72.7441,"CT","CAES","N",62.32,1.764,7,"Y",4e-04,4e-04,4e-04,4e-04,0,0,1,0,0,0,0,0,0,0,8,1,7,2,0.0285,0.0255,2,7.4,1,2,136,15,1,8.2,NA,1,25.9,NA,2,61.5,7.5,1,2.6,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Upper Guilford Lake","8/5/2008","2008","Guilford",41.3381,72.6815,"CT","CAES","N",5.26,2.051,2,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,2,0.027,0.002,2,5.7,0.1,2,66.5,1.5,1,4.9,NA,1,22.8,NA,2,11.5,0.5,1,0.6,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
"Upper Moodus Reservoir","7/16/2012","2012","East Haddam",41.504,72.407,"CT","CAES","N",178.06,2.82,3,"Y",0.0022,0.0022,0.0022,0.0022,0,0,1,0,0,0,0,1,0,0,36,2,34,2,0.0697,0.0124,2,6.55,0.25,2,55,0,1,8.8,NA,1,28.9,NA,2,9.375,0.375,1,1.5,NA,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
"Wah Wah Taysee Pond","9/21/2009","2009","North Haven",41.4169,72.8846,"CT","CAES","N",0.57,1.15,2,"Y",0.0153,0.0153,0.0153,0.0153,0,0,1,0,0,0,0,0,0,0,5,1,4,2,0.028,0.009,2,7.15,0.05,2,132,20,1,9.6,NA,1,20.4,NA,2,93.05,8.25,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wampum Hill Pond","9/9/2005","2005","Wilton",41.2299,73.4135,"CT","CAES","N",0.16,1.079,1.5,"Y",0.8822,1,1,0.7644,0,0,1,0,0,0,1,0,0,1,9,3,6,2,0.178,0.03,2,5.85,0.05,2,152.5,35.5,1,1.2,NA,1,18.3,NA,2,37.88,16.875,1,0.7,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Waubeeka Lake","9/28/2005","2005","Danbury",41.3499,73.4593,"CT","CAES","N",14.45,1.859,2.5,"Y",8e-04,8e-04,8e-04,8e-04,0,0,1,0,0,0,0,0,0,0,13,1,12,2,0.013,0.003,2,7.25,0.15,2,199,1,1,7,NA,1,21.2,NA,2,48,0,1,2.4,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"West Hill Pond","combined","comb","New Hartford",41.8779,73.0441,"CT","CAES","Y",99.15,1.424,13,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,2,0.0108,0.0068,2,6.975,0.925,2,54.5,0,2,0.05065,0.04915,2,23.35,0.25,2,19.7125,11.0875,2,8.4,1.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"West Lake","combined","comb","Guilford",41.339,72.7341,"CT","CAES","Y",21.12,1.487,5,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,2,0.0502,0.0072,2,7.075,0.425,2,236,55,2,0.05065,0.04915,1,26.8,NA,2,69.2,24.55,1,2.5,NA,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"West Side Pond","combined","comb","Goshen",41.8552,73.2565,"CT","CAES","Y",16.96,1.206,9,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,2,0.2151,0.0446,2,6.7,0.15,2,134.25,15.25,2,0.05065,0.04915,2,23.25,0.55,2,54.575,7.325,2,3.95,1.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Williams Brook (Highland Lake) ","9/2/2005","2005","Ledyard",41.4382,71.9696,"CT","CAES","N",3.2,1.36,2,"Y",9e-04,9e-04,9e-04,9e-04,0,0,1,0,0,0,0,0,0,0,10,1,9,2,0.074,0.003,2,6,0.1,2,97.5,0.5,1,5.6,NA,1,25.9,NA,2,13.5,1.5,1,1.5,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Williams Pond","6/23/2009","2009","Lebanon",41.6349,72.3087,"CT","CAES","N",101.17,2.211,2.3,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,2,0.0135,0.0035,2,6.9,0,2,56,0,1,7.9,NA,1,20.3,NA,2,12,0,1,2.3,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"Williamson Pond","8/18/2008","2008","Columbia",41.7031,72.2582,"CT","CAES","N",0.04,1.103,1.5,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,NA,NA,NA,2,6.45,0.05,2,88.5,3.5,1,41.1,NA,1,20.5,NA,1,59,NA,1,1.8,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Winchester Lake","9/5/2007","2007","Winchester",41.9087,73.1507,"CT","CAES","N",99.55,2.388,5.182,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,2,0.0035,0.0025,2,6.85,0.05,2,34,0,1,8.4,NA,1,19.1,NA,2,4.15,0.35,1,3,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"Winnemaug Lake","9/6/2005","2005","Watertown",41.5837,73.1277,"CT","CAES","N",45.69,1.965,5,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,0.0305,0.0015,2,6.35,0.05,2,228,0,1,8.3,NA,1,26.3,NA,2,22.5,0,1,1.1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Wintergreen Lake","9/20/2010","2010","Hamden",41.3539,72.9689,"CT","CAES","Y",17.97,1.751,8,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,2,0.0377,0.033,2,6.2,0.2,2,38.2,0.8,1,8.3,NA,1,22,NA,2,9,1.5,NA,2.5,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Woodridge Lake","6/8/2010","2010","West Hartford",41.7369,72.7654,"CT","CAES","N",24.28,2.003,2,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0.0361,0.0029,2,7.95,0.05,2,413.5,2.5,1,7.9,NA,1,24.3,NA,2,69.4,1.1,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wyassup Lake","6/26/2013","2013","North Stonington",41.4911,71.8722,"CT","CAES","N",40.8,1.421,8,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,2,0.0358,0.0161,2,6.25,0.15,2,56,9,1,7.2,NA,1,26.8,NA,2,15.8,0,1,2.2,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"Wyler Pond","6/11/2010","2010","Weston",41.1968,73.3544,"CT","CAES","N",0.04,1.545,NA,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Young's Pond","7/1/2009","2009","Branford ",41.2703,72.776,"CT","CAES","Y",1.7,1.461,1,"Y",0.9377,1,1,0.8755,0,0,1,0,0,0,1,1,0,0,8,3,5,2,0.0725,0.0365,2,6.75,0.55,2,181,17,1,5.3,NA,1,23.2,NA,2,73.9,9.4,NA,0.3,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
